sample,image_name,zone,camera,timestamp,date,time,plant_id,genotype,area,marker_area,marker_ellipse_major_axis,marker_ellipse_minor_axis,marker_ellipse_eccentricity,in_bounds,object_in_frame,estimated_object_count,perimeter,height,width,solidity,center_of_mass_x,center_of_mass_y,ellipse_center_x,ellipse_center_y,ellipse_major_axis,ellipse_minor_axis,ellipse_angle,ellipse_eccentricity,convex_hull_vertices,convex_hull_area,longest_path
z5c2--2021-09-02--11-30-06_plant_00,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,0,lhycca1,3064.0,N/A,N/A,N/A,N/A,True,True,6,581.8226883411407,87,98,0.5771875294339267,896.378590078329,378.06853785900785,896.1475219726562,378.9828186035156,85.6139907836914,71.33370971679688,119.4715576171875,0.5529694197133165,22,5308.5,672
z5c2--2021-09-02--11-30-06_plant_01,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,1,WT,4683.0,N/A,N/A,N/A,N/A,True,True,9,943.7402814626694,123,135,0.4544616429715173,1124.13132607303,395.3986760623532,1123.12646484375,397.2575988769531,117.54010009765625,92.20939636230469,48.36863708496094,0.6201375583190214,21,10304.5,956
z5c2--2021-09-02--11-30-06_plant_02,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,2,lhycca1,3213.0,N/A,N/A,N/A,N/A,True,True,6,555.4284940958023,91,79,0.6036636918741193,1336.0236539060068,365.1531279178338,1335.6324462890625,365.525634765625,82.89376068115234,67.20935821533203,174.92056274414062,0.585338383878691,20,5322.5,611
z5c2--2021-09-02--11-30-06_plant_03,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,3,WT,3618.0,N/A,N/A,N/A,N/A,True,True,8,692.3818116188049,108,103,0.49050976138828634,1540.5812603648424,389.47512437810946,1539.611572265625,389.4263916015625,100.44807434082031,85.75408935546875,151.33389282226562,0.5207395243365792,22,7376.0,704
z5c2--2021-09-02--11-30-06_plant_04,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,4,lhycca1,4248.0,N/A,N/A,N/A,N/A,True,True,7,678.4823168516159,110,104,0.5225735022758027,901.653483992467,591.1285310734463,899.3466796875,591.8138427734375,101.81600952148438,86.49215698242188,47.05418014526367,0.5275972069322207,23,8129.0,764
z5c2--2021-09-02--11-30-06_plant_05,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,5,WT,4325.0,N/A,N/A,N/A,N/A,True,True,7,656.5828220844269,127,105,0.46633241684187826,1114.536647398844,598.7465895953757,1117.6170654296875,602.5385131835938,115.90460205078125,93.94248962402344,20.81987953186035,0.585717031063172,24,9274.5,894
z5c2--2021-09-02--11-30-06_plant_06,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,6,lhycca1,3332.0,N/A,N/A,N/A,N/A,True,True,8,577.2863587141037,77,87,0.641385948026949,1328.0165066026411,577.9108643457383,1329.881103515625,578.527587890625,82.63990020751953,68.46528625488281,73.01242065429688,0.5600225584443667,20,5195.0,648
z5c2--2021-09-02--11-30-06_plant_07,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,7,WT,3082.0,N/A,N/A,N/A,N/A,True,True,7,613.8132700920105,109,99,0.47298956414978516,1533.1888384166125,621.794289422453,1532.8485107421875,623.3660888671875,95.36425018310547,77.20458221435547,162.5419464111328,0.5870154525477559,23,6516.0,732
z5c2--2021-09-02--11-30-06_plant_08,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,8,lhycca1,3365.0,N/A,N/A,N/A,N/A,True,True,5,545.6711347103119,77,86,0.565546218487395,927.7566121842497,784.1717682020802,930.664794921875,784.5353393554688,89.90892028808594,74.7231674194336,86.0788803100586,0.5561252634075291,20,5950.0,685
z5c2--2021-09-02--11-30-06_plant_09,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,9,WT,4470.0,N/A,N/A,N/A,N/A,True,True,7,746.1391710042953,116,116,0.4905080654010754,1107.5874720357942,792.7322147651007,1105.8990478515625,791.9134521484375,119.76654052734375,85.22344970703125,150.43569946289062,0.7026052967797447,23,9113.0,858
z5c2--2021-09-02--11-30-06_plant_10,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,10,lhycca1,2326.0,N/A,N/A,N/A,N/A,True,True,6,405.1614682674408,73,70,0.6196057538625466,1316.6358555460017,796.8645743766122,1315.999267578125,799.4510498046875,71.32380676269531,60.35857391357422,21.98158073425293,0.532768144330842,19,3754.0,555
z5c2--2021-09-02--11-30-06_plant_11,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,11,WT,4229.0,N/A,N/A,N/A,N/A,True,True,7,735.0092282295227,93,124,0.4978515510035906,1524.2255852447388,788.297233388508,1521.9356689453125,789.30810546875,115.09432983398438,83.26499938964844,80.77854919433594,0.6903767204556635,26,8494.5,838
z5c2--2021-09-02--11-30-06_plant_12,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,12,lhycca1,2667.0,N/A,N/A,N/A,N/A,True,True,5,488.17366087436676,86,78,0.6133854645814167,912.4289463817023,990.9407574053243,911.579345703125,991.3907470703125,77.21776580810547,60.875762939453125,150.82945251464844,0.6152081400772758,17,4348.0,557
z5c2--2021-09-02--11-30-06_plant_13,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,13,WT,4644.0,N/A,N/A,N/A,N/A,True,True,8,801.6366448402405,126,106,0.5181011881519496,1118.531007751938,999.9864341085271,1123.4288330078125,994.0182495117188,122.24800109863281,83.8597640991211,24.999509811401367,0.7276197759478599,21,8963.5,868
z5c2--2021-09-02--11-30-06_plant_14,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,14,lhycca1,3039.0,N/A,N/A,N/A,N/A,True,True,5,557.6711347103119,72,91,0.6149954467267024,1299.5014807502469,988.9154327081277,1300.2757568359375,987.4678955078125,86.56485748291016,65.4177017211914,86.38050842285156,0.6549094246871553,20,4941.5,642
z5c2--2021-09-02--11-30-06_plant_15,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,15,WT,4285.0,N/A,N/A,N/A,N/A,True,True,7,711.5533845424652,94,119,0.48137954277368983,1527.8095682613769,1009.5080513418903,1532.3455810546875,1009.4274291992188,116.10321044921875,83.51179504394531,102.0096435546875,0.6947106784786501,22,8901.5,810
z5c2--2021-09-02--11-30-06_plant_16,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,16,lhycca1,3714.0,N/A,N/A,N/A,N/A,True,True,6,511.0437180995941,90,85,0.6427829698857737,916.1685514270329,1182.1144318793754,916.8088989257812,1181.2587890625,86.63658905029297,79.55330657958984,26.492658615112305,0.3960210242502313,21,5778.0,620
z5c2--2021-09-02--11-30-06_plant_17,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,17,WT,4091.0,N/A,N/A,N/A,N/A,True,True,7,688.6833273172379,110,101,0.5371938809007945,1115.5328770471767,1195.7968711806404,1112.7342529296875,1200.7298583984375,105.08465576171875,82.6878662109375,22.453962326049805,0.6171199670983017,21,7615.5,814
z5c2--2021-09-02--11-30-06_plant_18,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,18,lhycca1,1801.0,N/A,N/A,N/A,N/A,True,True,5,324.73506212234497,63,69,0.7125618199802176,1322.5086063298168,1174.4775124930595,1323.71142578125,1174.2054443359375,62.061912536621094,47.814510345458984,62.40065002441406,0.6375216579563294,20,2527.5,472
z5c2--2021-09-02--11-30-06_plant_19,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,19,WT,3375.0,N/A,N/A,N/A,N/A,True,True,7,644.4406867027283,108,101,0.4798123400625533,1522.5724444444445,1203.3727407407407,1521.9781494140625,1206.5546875,106.4109115600586,72.35568237304688,35.2984733581543,0.7332446837639258,22,7034.0,791
z5c2--2021-09-02--11-30-06_plant_20,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,20,lhycca1,1230.0,N/A,N/A,N/A,N/A,True,True,5,270.9360725879669,53,64,0.6213690325839859,907.4121951219512,1363.5227642276423,908.2266235351562,1364.99462890625,54.5086555480957,43.517189025878906,111.38279724121094,0.6021887624592408,18,1979.5,453
z5c2--2021-09-02--11-30-06_plant_21,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,21,WT,3998.0,N/A,N/A,N/A,N/A,True,True,7,655.9554054737091,115,127,0.4690011144348642,1098.9714857428714,1391.5130065032515,1096.947998046875,1391.4991455078125,104.99189758300781,95.35940551757812,84.546630859375,0.41841729802304095,21,8524.5,871
z5c2--2021-09-02--11-30-06_plant_22,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,22,lhycca1,3562.0,N/A,N/A,N/A,N/A,True,True,7,634.4192724227905,89,97,0.630721558211598,1301.038180797305,1387.5699045480067,1304.8153076171875,1392.1708984375,90.43156433105469,69.37633514404297,120.51111602783203,0.6414444688294186,22,5647.5,676
z5c2--2021-09-02--11-30-06_plant_23,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,23,WT,5335.0,N/A,N/A,N/A,N/A,True,True,9,888.9503531455994,136,145,0.41741647758391365,1504.6086223055295,1412.1407685098407,1503.2681884765625,1416.8248291015625,120.94770812988281,115.4443588256836,108.60165405273438,0.2982169644702581,21,12781.0,1003
z5c2--2021-09-02--11-30-06_plant_24,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,24,lhycca1,3043.0,N/A,N/A,N/A,N/A,True,True,6,635.036868095398,75,90,0.5818911941868248,928.9063424252382,1571.6316135392703,931.0277099609375,1572.16259765625,88.43302917480469,69.7149887084961,84.89749908447266,0.6152442534251694,15,5229.5,654
z5c2--2021-09-02--11-30-06_plant_25,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,25,WT,3903.0,N/A,N/A,N/A,N/A,True,True,8,735.6955199241638,124,128,0.40939843709026064,1100.4276197796567,1586.1793492185498,1101.577392578125,1589.5059814453125,121.41715240478516,86.44649505615234,48.23042678833008,0.7022004875403157,22,9533.5,900
z5c2--2021-09-02--11-30-06_plant_26,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,26,lhycca1,2490.0,N/A,N/A,N/A,N/A,True,True,5,514.558436870575,76,78,0.640926640926641,1297.2626506024096,1571.9032128514057,1296.6656494140625,1573.2293701171875,70.8855972290039,64.20693969726562,107.44249725341797,0.423742732801155,20,3885.0,541
z5c2--2021-09-02--11-30-06_plant_27,z5c2--2021-09-02--11-30-06.png,5,2,2021-09-02 11:30,2021-09-02,11:30:06,27,WT,3461.0,N/A,N/A,N/A,N/A,True,True,7,643.4112491607666,93,92,0.45862320280924934,1495.581912741982,1580.9696619474141,1498.762939453125,1585.6668701171875,100.07108306884766,86.5080337524414,68.08724212646484,0.5026915520308536,20,7546.5,721
